"STATION","NAME","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-11","0.8",",,W","0.3",",,X,2400",,,"16.7",",,X","12.2",",,X","    1",",,W",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-12","0.3",",,W","0.0",",,X,2400",,,"17.2",",,X","10.6",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-13","1.0",",,W","0.3",",,X,2400",,,"15.0",",,X","9.4",",,X","    1",",,W",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-14","0.6",",,W","0.0",",,X,2400",,,"16.1",",,X","6.7",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-15","1.1",",,W","3.3",",,X,2400",,,"13.9",",,X","7.2",",,X","    1",",,W",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-16","1.5",",,W","0.0",",,X,2400",,,"20.6",",,X","5.0",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-17","0.5",",,W","0.0",",,X,2400",,,"21.1",",,X","9.4",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-18","0.5",",,W","0.0",",,X,2400",,,"17.8",",,X","8.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-19","0.3",",,W","0.0",",,X,2400",,,"16.7",",,X","8.3",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-20","0.3",",,W","0.0",",,X,2400",,,"16.7",",,X","8.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-21","0.5",",,W","0.0",",,X,2400",,,"23.3",",,X","7.2",",,X","    1",",,W",,,,,,,,,,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-22","0.2",",,W","0.0",",,X,2400",,,"25.0",",,X","9.4",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-23","0.4",",,W","0.0",",,X,2400",,,"26.1",",,X","10.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-24","0.5",",,W","0.0",",,X,2400",,,"22.2",",,X","10.6",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-25","0.5",",,W","0.0",",,X,2400",,,"17.8",",,X","10.6",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-26","0.9",",,W","0.0",",,X,2400",,,"17.8",",,X","10.0",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-27","1.6",",,W","0.0","T,,X,2400",,,"13.9",",,X","7.8",",,X",,,,,,,,,,,,,,,"    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-28","1.0",",,W","0.0",",,X,2400",,,"14.4",",,X","5.6",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-02-29","0.7",",,W","0.0",",,X,2400",,,"15.0",",,X","6.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-01","0.6",",,W","0.0",",,X,2400",,,"16.7",",,X","9.4",",,X","    1",",,W",,,,,,,,,,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-02","0.5",",,W","0.0",",,X,2400",,,"21.7",",,X","7.8",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-03","0.3",",,W","0.0",",,X,2400",,,"24.4",",,X","8.9",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-04","0.5",",,W","0.0",",,X,2400",,,"30.6",",,X","12.8",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-05","0.3",",,W","0.0",",,X,2400",,,"27.2",",,X","11.1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-06","1.2",",,W","0.0",",,X,2400",,,"15.6",",,X","10.0",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-07","1.8",",,W","0.0",",,X,2400",,,"17.2",",,X","8.3",",,X",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-08","0.4",",,W","0.0",",,X,2400",,,"22.2",",,X","5.6",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-09","0.7",",,W","0.0",",,X,2400",,,"27.8",",,X","8.3",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-10","0.9",",,W","0.0",",,X,2400",,,"23.3",",,X","9.4",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-11","0.8",",,W","0.0",",,X,2400",,,"18.3",",,X","11.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-12","0.7",",,W","0.0",",,X,2400",,,"18.3",",,X","11.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-13","0.5",",,W","0.0",",,X,2400",,,"17.2",",,X","10.6",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-14","0.9",",,W","0.0",",,X,2400",,,"18.9",",,X","10.0",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-15","0.4",",,W","0.0",",,X,2400",,,"17.8",",,X","11.7",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-16","0.4",",,W","0.0","T,,X,2400",,,"15.6",",,X","12.2",",,X",,,,,,,,,"    1",",,X",,,,,"    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-17","1.7",",,W","19.1",",,X,2400",,,"13.3",",,X","6.7",",,X","    1",",,W",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-18","1.8",",,W","0.3",",,X,2400",,,"14.4",",,X","6.7",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-19","0.7",",,W","0.0",",,X,2400",,,"15.6",",,X","7.2",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-20","0.4",",,W","0.0",",,X,2400",,,"20.0",",,X","7.2",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-21","0.7",",,W","0.0",",,X,2400",,,"23.3",",,X","9.4",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-22","0.5",",,W","0.0",",,X,2400",,,"21.7",",,X","10.0",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-23","0.5",",,W","0.0",",,X,2400",,,"18.9",",,X","11.7",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-24","0.5",",,W","0.0",",,X,2400",,,"20.0",",,X","10.6",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-25","2.1",",,W","23.1",",,X,2400",,,"14.4",",,X","8.3",",,X","    1",",,X",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-26","1.4",",,W","1.0",",,X,2400",,,"17.8",",,X","8.3",",,X","    1",",,W",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-27","0.5",",,W","0.0",",,X,2400",,,"18.3",",,X","8.3",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-28","0.7",",,W","0.0",",,X,2400",,,"20.0",",,X","8.9",",,X","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-29","0.8",",,W","0.0",",,X,2400",,,"20.0",",,X","12.2",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-30","0.6",",,W","0.0",",,X,2400",,,"20.0",",,X","11.7",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-03-31","1.0",",,W","1.0",",,X,2400",,,"17.8",",,X","10.0",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-01","2.5",",,W","0.0",",,X,2400",,,"20.0",",,X","7.8",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-02","1.0",",,W","0.0",",,X,2400",,,"26.1",",,X","10.0",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-03","0.6",",,W","0.0",",,X,2400",,,"25.0",",,X","11.1",",,X",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-04","0.6",",,W","0.0",",,X,2400",,,"22.2",",,X","11.7",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-05","1.0",",,W","0.0",",,X,2400",,,"19.4",",,X","11.7",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-06","0.8",",,W","0.0",",,X,2400",,,"22.2",",,X","9.4",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-07","0.7",",,W","0.0",",,X,2400",,,"28.9",",,X","12.2",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-08","0.7",",,W","0.0",",,X,2400",,,"27.2",",,X","10.0",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-09","0.6",",,W","0.0",",,X,2400",,,"25.6",",,X","10.0",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-10","0.7",",,W","3.8",",,X,2400",,,"21.1",",,X","9.4",",,X",,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-11","1.7",",,W","14.7",",,X,2400",,,"17.2",",,X","11.1",",,X","    1",",,W",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-12","1.0",",,W","0.0",",,X,2400",,,"18.3",",,X","9.4",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-13","2.0",",,W","12.4",",,X,2400",,,"13.9",",,X","7.8",",,X","    1",",,W",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-14","0.9",",,W","0.0",",,X,2400",,,"16.7",",,X","6.7",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-15","1.0",",,W","0.0",",,X,2400",,,"19.4",",,X","10.6",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-16","0.6",",,W","0.0",",,X,2400",,,"25.0",",,X","10.0",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-17","0.8",",,W","0.0",",,X,2400",,,"27.2",",,X","12.8",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-18","0.5",",,W","0.0",",,X,2400",,,"24.4",",,X","12.8",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-19","0.3",",,W","0.0",",,X,2400",,,"22.8",",,X","13.3",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-20","0.5",",,W","0.0",",,X,2400",,,"27.2",",,X","13.3",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-21","0.7",",,W","0.0",",,X,2400",,,"23.9",",,X","13.9",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-22","0.7",",,W","0.0",",,X,2400",,,"20.6",",,X","13.3",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-23","0.6",",,W","0.0",",,X,2400",,,"16.7",",,X","12.8",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-24","0.9",",,W","0.0",",,X,2400",,,"22.2",",,X","12.2",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-25","0.9",",,W","5.1",",,X,2400",,,"29.4",",,X","14.4",",,X",,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-26","1.0",",,W","7.4",",,X,2400",,,"20.0",",,X","13.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-27","0.6",",,W","0.0",",,X,2400",,,"21.7",",,X","12.8",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-28","0.5",",,W","0.0",",,X,2400",,,"25.0",",,X","12.2",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-29","0.8",",,W","0.0",",,X,2400",,,"24.4",",,X","14.4",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-04-30","0.8",",,W","0.0",",,X,2400",,,"20.6",",,X","14.4",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-01","0.5",",,W","0.0",",,X,2400",,,"16.7",",,X","13.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-02","0.2",",,W","0.0","T,,X,2400",,,"18.3",",,X","14.4",",,X",,,,,,,,,"    1",",,X",,,,,"    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-03","0.9",",,W","0.0",",,X,2400",,,"20.0",",,X","13.9",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-04","0.9",",,W","0.0",",,X,2400",,,"20.6",",,X","12.2",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-05","0.7",",,W","0.0",",,X,2400",,,"23.3",",,X","12.8",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-06","0.8",",,W","0.0",",,X,2400",,,"23.3",",,X","15.0",",,X",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-07","0.7",",,W","0.0",",,X,2400",,,"23.9",",,X","15.0",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-08","0.5",",,W","0.0",",,X,2400",,,"21.7",",,X","13.9",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-09","0.5",",,W","0.0",",,X,2400",,,"26.7",",,X","13.9",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-10","1.0",",,W","0.0",",,X,2400",,,"23.3",",,X","15.0",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-11","0.9",",,W","0.0",",,X,2400",,,"22.8",",,X","14.4",",,X",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-12","0.8",",,W","0.0",",,X,2400",,,"21.7",",,X","14.4",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-13","0.7",",,W","0.0",",,X,2400",,,"21.1",",,X","13.9",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-14","0.7",",,W","0.0",",,X,2400",,,"24.4",",,X","12.8",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-15","0.7",",,W","0.0",",,X,2400",,,"22.8",",,X","13.3",",,X",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-16","0.5",",,W","0.0",",,X,2400",,,"27.2",",,X","14.4",",,X",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-17","0.7",",,W","0.0",",,X,2400",,,"25.0",",,X","15.6",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-18","0.8",",,W","0.0",",,X,2400",,,"21.7",",,X","14.4",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-19","0.7",",,W","0.0",",,X,2400",,,"22.8",",,X","15.6",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-20","0.7",",,W","0.0",",,X,2400",,,"24.4",",,X","14.4",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-21","0.8",",,W","0.0",",,X,2400",,,"26.1",",,X","15.0",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-22","0.5",",,W","0.0",",,X,2400",,,"25.0",",,X","15.0",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-23","1.1",",,W","0.0",",,X,2400",,,"22.8",",,X","16.7",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-24","1.3",",,W","0.0",",,X,2400",,,"22.8",",,X","16.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-25","1.9",",,W","0.3",",,X,2400",,,"18.9",",,X","13.3",",,X",,,,,,,,,,,,,,,"    1",",,X"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-26","1.3",",,W","0.0",",,X,2400",,,"19.4",",,X","12.2",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-27","0.9",",,W","0.0",",,X,2400",,,"22.2",",,X","12.8",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-28","0.9",",,W","0.0",",,X,2400",,,"25.6",",,X","13.9",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-29","0.6",",,W","0.0",",,X,2400",,,"26.1",",,X","15.6",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-30","0.7",",,W","0.0",",,X,2400",,,"23.3",",,X","14.4",",,X",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-05-31","0.6",",,W","0.0",",,X,2400",,,"25.6",",,X","15.0",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-01","0.7",",,W","0.0",",,X,2400",,,"25.0",",,X","15.6",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-02","0.6",",,W","0.0",",,X,2400",,,"23.3",",,X","16.1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-03","0.8",",,W","0.0",",,X,2400",,,"23.3",",,X","16.7",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-04","0.8",",,W","0.0",",,X,2400",,,"21.1",",,X","16.1",",,X",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-05","1.2",",,W","0.0",",,X,2400",,,"23.9",",,X","15.0",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-06","0.8",",,W","0.0",",,X,2400",,,"23.9",",,X","14.4",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-07","0.7",",,W","0.0",",,X,2400",,,"26.7",",,X","16.7",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-08","1.0",",,W","0.0",",,X,2400",,,"25.0",",,X","16.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-09","0.6",",,W","0.0",",,X,2400",,,"22.8",",,X","16.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-10","0.8",",,W","0.0",",,X,2400",,,"24.4",",,X","16.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-11","1.1",",,W","0.0",",,X,2400",,,"23.3",",,X","16.1",",,X",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-12","1.0",",,W","0.0",",,X,2400",,,"22.8",",,X","16.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-13","0.9",",,W","0.0",",,X,2400",,,"23.3",",,X","16.7",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-14","0.9",",,W","0.0",",,X,2400",,,"22.8",",,X","16.1",",,X",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-15","0.7",",,W","0.0",",,X,2400",,,"22.8",",,X","16.1",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-16","0.7",",,W","0.0",",,X,2400",,,"23.9",",,X","16.7",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-17","0.9",",,W","0.0",",,X,2400",,,"25.0",",,X","15.6",",,X","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-18","1.1",",,W","0.0",",,X,2400",,,"22.8",",,X","15.6",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-19","0.7",",,W","0.0",",,X,2400",,,"23.3",",,X","15.6",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-20","0.8",",,W","0.0",",,X,2400",,,"22.8",",,X","16.1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-21","0.7",",,W","0.0",",,X,2400",,,"23.3",",,X","16.1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-22","0.9",",,W","0.0",",,X,2400",,,"23.3",",,X","15.6",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-23","0.8",",,W","0.0",",,X,2400",,,"23.3",",,X","15.0",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-24","0.5",",,W","0.0",",,X,2400",,,"26.7",",,X","15.0",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-25","0.9",",,W","0.0",",,X,2400",,,"26.1",",,X","14.4",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-26","0.6",",,W","0.0",",,X,2400",,,"26.7",",,X","14.4",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-27","0.8",",,W","0.0",",,X,2400",,,"27.8",",,X","15.0",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-28","0.5",",,W","0.0",",,X,2400",,,"26.1",",,X","15.6",",,X","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-29","0.8",",,W","0.0",",,X,2400",,,"26.1",",,X","15.6",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-06-30","0.6",",,W","0.0",",,X,2400",,,"26.7",",,X","15.6",",,X",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2012-07-01","0.7",",,W","0.0",",,X,2400",,,"25.0",",,X","16.7",",,X",,,,,,,,,,,,,,,,
