"STATION","NAME","DATE","TAVG"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-02-28","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-01","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-02","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-03","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-04","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-05","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-06","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-07","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-08","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-09","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-10","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-11","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-12","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-13","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-14","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-15","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-16","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-17","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-18","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-19","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-20","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-21","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-22","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-23","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-24","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-25","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-26","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-27","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-28","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-29","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-30","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-03-31","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-01","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-02","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-03","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-04","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-05","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-06","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-07","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-08","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-09","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-10","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-11","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-12","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-13","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-14","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-15","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-16","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-17","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-18","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-19","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-20","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-21","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-22","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-23","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-24","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-25","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-26","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-27","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-28","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-29","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-04-30","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-01","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-02","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-03","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-04","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-05","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-06","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-07","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-08","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-09","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-10","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-11","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-12","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-13","69"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-14","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-15","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-16","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-17","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-18","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-19","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-20","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-21","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-22","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-23","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-24","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-25","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-26","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-27","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-28","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-29","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-30","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-05-31","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-01","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-02","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-03","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-04","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-05","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-06","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-07","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-08","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-09","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-10","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-11","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-12","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-13","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-14","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-15","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-16","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-17","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-18","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-19","69"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-20","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-21","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-22","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-23","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-24","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-25","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-26","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-27","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-28","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-29","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-06-30","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-01","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-02","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-03","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-04","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-05","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-06","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-07","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-08","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-09","71"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-10","70"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-11","70"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-12","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-13","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-14","69"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-15","72"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-16","70"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-17","71"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-18","70"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-19","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-20","69"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-21","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-22","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-23","69"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-24","73"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-25","73"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-26","69"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-27","69"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-28","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-29","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-30","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-07-31","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-01","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-02","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-03","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-04","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-05","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-06","70"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-07","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-08","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-09","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-10","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-11","70"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-12","71"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-13","69"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-14","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-15","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-16","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-17","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-18","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-19","69"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-20","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-21","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-22","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-23","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-24","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-25","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-26","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-27","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-28","69"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-29","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-30","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-08-31","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-01","77"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-02","76"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-03","73"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-04","71"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-05","74"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-06","71"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-07","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-08","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-09","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-10","71"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-11","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-12","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-13","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-14","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-15","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-16","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-17","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-18","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-19","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-20","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-21","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-22","70"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-23","71"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-24","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-25","69"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-26","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-27","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-28","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-29","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-09-30","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-01","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-02","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-03","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-04","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-05","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-06","70"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-07","72"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-08","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-09","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-10","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-11","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-12","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-13","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-14","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-15","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-16","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-17","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-18","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-19","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-20","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-21","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-22","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-23","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-24","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-25","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-26","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-27","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-28","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-29","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-30","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-10-31","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-01","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-02","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-03","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-04","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-05","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-06","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-07","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-08","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-09","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-10","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-11","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-12","71"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-13","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-14","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-15","71"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-16","70"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-17","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-18","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-19","70"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-20","73"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-21","76"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-22","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-23","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-24","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-25","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-26","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-27","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-28","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-29","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-11-30","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-01","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-02","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-03","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-04","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-05","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-06","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-07","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-08","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-09","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-10","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-11","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-12","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-13","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-14","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-15","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-16","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-17","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-18","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-19","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-20","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-21","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-22","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-23","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-24","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-25","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-26","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-27","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-28","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-29","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-30","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2002-12-31","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2003-01-01","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2003-01-02","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2003-01-03","67"
